,user_id,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,location,default_profile,default_profile_image,profile_banner_url,profile_image_url_https,verified,timestamp,Alvo,age,size_description,in_following_followers,size_sname,size_name,in_number_sname
2201,2367798872,56,4,43,0,0,1,1,1,1,1,1,1,2014-03-02 00:41:49,1,63,0,10.75,13,1,0.0
2202,2372900088,47,3,37,0,0,1,1,1,1,1,1,1,2014-03-05 01:17:11,1,60,0,12.333333333333334,10,1,0.0
2203,2366559954,60,8,44,0,0,1,1,1,1,1,1,1,2014-03-01 06:15:35,1,64,0,5.5,14,1,0.0
2204,2372337744,61,4,44,0,1,1,1,1,1,1,1,1,2014-03-04 21:13:54,1,61,0,11.0,9,1,0.0
2205,2372371368,49,6,34,0,0,1,1,1,1,1,1,1,2014-03-04 21:54:24,1,61,0,5.666666666666667,12,1,0.0
2206,2362468412,48,5,47,0,0,1,1,1,1,1,1,1,2014-02-26 11:18:46,1,67,0,9.4,15,1,0.0
2207,2368659510,56,4,43,0,0,1,1,1,1,1,1,1,2014-03-02 11:14:30,1,63,0,10.75,12,1,0.0
2208,2370438194,52,5,46,0,0,1,1,1,1,1,1,1,2014-03-03 14:44:54,1,62,0,9.2,11,1,0.0
2209,2363170070,62,8,34,0,0,1,1,1,1,1,1,1,2014-02-26 21:40:49,1,67,0,4.25,13,1,0.0
2210,2372341776,62,3,36,0,0,1,1,1,1,1,1,1,2014-03-04 21:19:33,1,61,0,12.0,10,1,0.0
2211,2372560537,65,9,45,0,0,1,1,1,1,1,1,1,2014-03-04 23:00:04,1,61,0,5.0,8,1,0.0
2212,2371124821,52,3,43,0,0,1,1,1,1,1,1,1,2014-03-04 01:19:09,1,61,0,14.333333333333334,10,1,0.0
2213,2372654172,58,4,38,0,0,1,1,1,1,1,1,1,2014-03-04 23:30:26,1,61,0,9.5,14,1,0.0
2214,2372280853,65,7,41,0,0,1,1,1,1,1,1,1,2014-03-04 19:47:21,1,61,0,5.857142857142857,15,1,0.0
2215,2370800280,63,1,41,0,0,1,1,1,1,1,1,1,2014-03-03 19:45:20,1,62,0,41.0,14,1,0.0
2216,2368757256,60,3,37,0,0,1,1,1,1,1,1,1,2014-03-02 12:45:29,1,63,0,12.333333333333334,11,1,0.0
2217,2371063069,67,9,48,0,0,1,1,1,1,1,1,1,2014-03-04 00:10:56,1,62,0,5.333333333333333,12,1,0.0
2218,2362269956,57,1,41,0,0,1,1,1,1,1,1,1,2014-02-26 07:53:40,1,67,0,41.0,11,1,0.0
2219,2372957832,54,7,34,0,0,1,1,1,1,1,1,1,2014-03-05 02:20:48,1,60,0,4.857142857142857,11,1,0.0
2220,2370874855,61,5,35,0,0,1,1,1,1,1,1,1,2014-03-03 20:50:02,1,62,0,7.0,15,1,0.0
2221,2368419175,66,3,35,0,0,1,1,1,1,1,1,1,2014-03-02 07:14:06,1,63,0,11.666666666666666,14,1,0.0
2222,2226865152,64,7,44,0,0,1,1,1,1,1,1,1,2013-12-02 16:45:09,1,153,0,6.285714285714286,10,1,0.0
2223,2361246678,62,6,35,0,0,1,1,1,1,1,1,1,2014-02-25 16:23:13,1,68,0,5.833333333333333,14,1,0.0
2224,2360814296,63,20,41,0,0,1,1,1,1,1,1,1,2014-02-25 10:35:25,1,68,0,2.05,13,1,0.0
2225,2361223230,52,1,35,0,0,1,1,1,1,1,1,1,2014-02-25 16:06:37,1,68,0,35.0,14,1,0.0
2226,2360377028,59,7,43,0,0,1,1,1,1,1,1,1,2014-02-25 03:44:37,1,68,0,6.142857142857143,12,1,0.0
2227,2359798958,62,1,36,0,0,1,1,1,1,1,1,1,2014-02-24 18:17:14,1,69,0,36.0,15,1,0.0
2228,2359831309,60,3,45,0,0,1,1,1,1,1,1,1,2014-02-24 18:39:52,1,69,0,15.0,15,1,0.0
2229,2359639219,59,3,39,0,0,1,1,1,1,1,1,1,2014-02-24 16:03:05,1,69,0,13.0,12,1,0.0
2230,2360391619,49,5,37,0,0,1,1,1,1,1,1,1,2014-02-25 03:50:59,1,68,0,7.4,13,1,0.0
2231,2359867422,58,2,40,0,0,1,1,1,1,1,1,1,2014-02-24 19:21:00,1,69,0,20.0,11,1,0.0
2232,2360658024,54,1,34,0,0,1,1,1,1,1,1,1,2014-02-25 08:05:55,1,68,0,34.0,14,1,0.0
2233,2360675324,63,6,42,0,0,1,1,1,1,1,1,1,2014-02-25 08:20:50,1,68,0,7.0,10,1,0.0
2234,2359750886,64,4,34,0,0,1,1,1,1,1,1,1,2014-02-24 17:36:05,1,69,0,8.5,10,1,0.0
2235,2360286864,62,4,44,0,0,1,1,1,1,1,1,1,2014-02-25 02:28:27,1,68,0,11.0,13,1,0.0
2236,2360183514,63,8,42,0,0,1,1,1,1,1,1,1,2014-02-25 00:50:10,1,68,0,5.25,13,1,0.0
2237,2359444374,58,6,34,0,0,1,1,1,1,1,1,1,2014-02-24 13:44:20,1,69,0,5.666666666666667,12,1,0.0
2238,2359444862,57,8,45,0,0,1,1,1,1,1,1,1,2014-02-24 13:42:58,1,69,0,5.625,14,1,0.0
2239,2359474656,64,6,40,0,0,1,1,1,1,1,1,1,2014-02-24 14:08:22,1,69,0,6.666666666666667,14,1,0.0
2240,2358953564,66,8,37,0,0,1,1,1,1,1,1,1,2014-02-24 05:41:55,1,69,0,4.625,11,1,0.0
2241,2360055282,63,3,44,0,0,1,1,1,1,1,1,1,2014-02-24 22:35:33,1,69,0,14.666666666666666,12,1,0.0
2242,2358778429,64,9,43,0,0,1,1,1,1,1,1,1,2014-02-24 02:46:15,1,69,0,4.777777777777778,13,1,0.0
2243,2360030730,62,5,37,0,0,1,1,1,1,1,1,1,2014-02-24 22:11:14,1,69,0,7.4,15,1,0.0
2244,2359838167,66,6,39,0,0,1,1,1,1,1,1,1,2014-02-24 18:45:59,1,69,0,6.5,14,1,0.0
2245,2359784346,58,8,42,0,0,1,1,1,1,1,1,1,2014-02-24 18:07:15,1,69,0,5.25,7,1,0.0
2246,2359880833,67,4,41,0,0,1,1,1,1,1,1,1,2014-02-24 19:24:45,1,69,0,10.25,14,1,0.0
2247,2358495834,61,7,44,0,0,1,1,1,1,1,1,1,2014-02-23 21:56:08,1,70,0,6.285714285714286,14,1,0.0
2248,2358459319,59,7,36,0,0,1,1,1,1,1,1,1,2014-02-23 21:09:27,1,70,0,5.142857142857143,10,1,0.0
2249,2359605871,55,4,37,0,0,1,1,1,1,1,1,1,2014-02-24 15:39:05,1,69,0,9.25,9,1,0.0
2250,2359593774,67,5,41,0,0,1,1,1,1,1,1,1,2014-02-24 15:36:23,1,69,0,8.2,15,1,0.0
2251,2358385530,62,6,42,0,0,1,1,1,1,1,1,1,2014-02-23 20:06:59,1,70,0,7.0,11,1,0.0
2252,2358383732,69,6,41,0,0,1,1,1,1,1,1,1,2014-02-23 20:03:24,1,70,0,6.833333333333333,14,1,0.0
2253,2358825427,65,11,40,0,0,1,1,1,1,1,1,1,2014-02-24 03:31:07,1,69,0,3.6363636363636362,12,1,0.0
2254,2358892123,55,12,37,0,0,1,1,1,1,1,1,1,2014-02-24 04:34:01,1,69,0,3.0833333333333335,12,1,0.0
2255,2358728605,60,10,41,0,0,1,1,1,1,1,1,1,2014-02-24 01:55:29,1,69,0,4.1,12,1,0.0
2256,2358126715,58,7,39,0,0,1,1,1,1,1,1,1,2014-02-23 16:16:45,1,70,0,5.571428571428571,13,1,0.0
2257,2358124633,51,4,42,0,0,1,1,1,1,1,1,1,2014-02-23 16:14:24,1,70,0,10.5,15,1,0.0
2258,2357882246,57,11,41,0,0,1,1,1,1,1,1,1,2014-02-23 12:45:12,1,70,0,3.727272727272727,13,1,0.0
2259,2358511202,65,8,43,0,0,1,1,1,1,1,1,1,2014-02-23 22:10:01,1,70,0,5.375,12,1,0.0
2260,2358858643,70,9,45,0,0,1,1,1,1,1,1,1,2014-02-24 04:01:06,1,69,0,5.0,9,1,0.0
2261,2358433274,60,7,36,0,0,1,1,1,1,1,1,1,2014-02-23 20:50:54,1,70,0,5.142857142857143,10,1,0.0
2262,2358260034,44,4,38,0,0,1,1,1,1,1,1,1,2014-02-23 18:16:26,1,70,0,9.5,10,1,0.0
2263,2357940044,56,6,38,0,0,1,1,1,1,1,1,1,2014-02-23 13:39:27,1,70,0,6.333333333333333,15,1,0.0
2264,2357621676,62,3,33,0,0,1,1,1,1,1,1,1,2014-02-23 08:31:58,1,70,0,11.0,12,1,0.0
2265,2357835901,60,9,39,0,0,1,1,1,1,1,1,1,2014-02-23 11:51:58,1,70,0,4.333333333333333,13,1,0.0
2266,2357833116,59,8,40,0,0,1,1,1,1,1,1,1,2014-02-23 11:58:28,1,70,0,5.0,12,1,0.0
2267,2357858940,55,6,29,0,0,1,1,1,1,1,1,1,2014-02-23 12:24:29,1,70,0,4.833333333333333,12,1,0.0
2268,2352249684,51,4,37,0,0,1,1,1,1,1,1,1,2014-02-19 22:07:19,1,74,0,9.25,12,1,0.0
2269,2355810752,60,5,40,0,0,1,1,1,1,1,1,1,2014-02-22 06:04:16,1,71,0,8.0,12,1,0.0
2270,2359047776,62,3,38,0,0,1,1,1,1,1,1,1,2014-02-24 07:08:29,1,69,0,12.666666666666666,12,1,0.0
2271,2357363610,56,2,42,0,0,1,1,1,1,1,1,1,2014-02-23 04:36:33,1,70,0,21.0,12,1,0.0
2272,2358107382,64,8,43,0,0,1,1,1,1,1,1,1,2014-02-23 16:07:31,1,70,0,5.375,14,1,0.0
2273,2358257610,65,8,37,0,0,1,1,1,1,1,1,1,2014-02-23 18:13:54,1,70,0,4.625,13,1,0.0
2274,2350890235,63,6,39,0,1,1,1,1,1,1,1,1,2014-02-19 01:42:53,1,74,0,6.5,13,1,0.0
2275,2357466811,64,6,36,0,0,1,1,1,1,1,1,1,2014-02-23 06:00:01,1,70,0,6.0,14,1,0.0
2276,2351608056,56,4,40,0,0,1,1,1,1,1,1,1,2014-02-19 13:25:42,1,74,0,10.0,14,1,0.0
2277,2357360240,64,2,47,0,0,1,1,1,1,1,1,1,2014-02-23 04:31:51,1,70,0,23.5,10,1,0.0
2278,2353361365,62,4,43,0,0,1,1,1,1,1,1,1,2014-02-20 15:47:37,1,73,0,10.75,10,1,0.0
2279,2357503332,66,4,38,0,0,1,1,1,1,1,1,1,2014-02-23 06:41:19,1,70,0,9.5,12,1,0.0
2280,2356814419,54,2,41,0,0,1,1,1,1,1,1,1,2014-02-22 20:25:13,1,71,0,20.5,13,1,0.0
2281,2352294751,64,1,39,0,0,1,1,1,1,1,1,1,2014-02-19 22:44:36,1,74,0,39.0,11,1,0.0
2282,2352197238,52,6,41,0,0,1,1,1,1,1,1,1,2014-02-19 21:16:24,1,74,0,6.833333333333333,12,1,0.0
2283,2357501834,57,3,41,0,0,1,1,1,1,1,1,1,2014-02-23 06:37:43,1,70,0,13.666666666666666,10,1,0.0
2284,2357308015,64,1,35,0,1,1,1,1,1,1,1,1,2014-02-23 03:38:53,1,70,0,35.0,13,1,0.0
2285,2357378869,61,4,40,0,0,1,1,1,1,1,1,1,2014-02-23 04:42:00,1,70,0,10.0,13,1,0.0
2286,2357150606,61,1,39,0,0,1,1,1,1,1,1,1,2014-02-23 01:19:48,1,70,0,39.0,12,1,0.0
2287,2356992192,62,7,34,0,0,1,1,1,1,1,1,1,2014-02-22 22:58:39,1,71,0,4.857142857142857,8,1,0.0
2288,2357005039,57,5,43,0,0,1,1,1,1,1,1,1,2014-02-22 23:01:54,1,71,0,8.6,12,1,0.0
2289,2357498256,65,3,43,0,1,1,1,1,1,1,1,1,2014-02-23 06:36:32,1,70,0,14.333333333333334,12,1,0.0
2290,2357345634,55,4,36,0,0,1,1,1,1,1,1,1,2014-02-23 04:20:20,1,70,0,9.0,13,1,0.0
2291,2357492708,68,7,40,0,0,1,1,1,1,1,1,1,2014-02-23 06:29:40,1,70,0,5.714285714285714,13,1,0.0
2292,2356626054,61,3,37,0,0,1,1,1,1,1,1,1,2014-02-22 17:58:18,1,71,0,12.333333333333334,13,1,0.0
2293,2357387484,61,5,32,0,0,1,1,1,1,1,1,1,2014-02-23 04:57:18,1,70,0,6.4,15,1,0.0
2294,2357255978,63,8,36,0,0,1,1,1,1,1,1,1,2014-02-23 02:58:29,1,70,0,4.5,14,1,0.0
2295,2357709019,59,7,34,0,0,1,1,1,1,1,1,1,2014-02-23 09:47:21,1,70,0,4.857142857142857,14,1,0.0
2296,2356768483,60,2,41,0,0,1,1,1,1,1,1,1,2014-02-22 19:47:33,1,71,0,20.5,15,1,0.0
2297,2356857307,64,4,36,0,0,1,1,1,1,1,1,1,2014-02-22 20:58:57,1,71,0,9.0,15,1,0.0
2298,2357327186,62,4,42,0,1,1,1,1,1,1,1,1,2014-02-23 04:02:09,1,70,0,10.5,12,1,0.0
2299,2357561216,51,2,37,0,0,1,1,1,1,1,1,1,2014-02-23 07:34:13,1,70,0,18.5,13,1,0.0
2300,2356916576,64,4,31,0,0,1,1,1,1,1,1,1,2014-02-22 21:53:36,1,71,0,7.75,13,1,0.0
2301,2357366108,63,4,40,0,0,1,1,1,1,1,1,1,2014-02-23 04:37:02,1,70,0,10.0,12,1,0.0
2302,2348495971,66,7,52,0,0,1,1,1,1,1,1,1,2014-02-17 14:34:49,1,76,0,7.428571428571429,13,1,0.0
2303,2357003580,60,9,41,0,0,1,1,1,1,1,1,1,2014-02-22 23:09:00,1,71,0,4.555555555555555,14,1,0.0
2304,2357126318,56,6,37,0,0,1,1,1,1,1,1,1,2014-02-23 00:56:48,1,70,0,6.166666666666667,14,1,0.0
2305,2357158628,67,7,46,0,0,1,1,1,1,1,1,1,2014-02-23 01:27:59,1,70,0,6.571428571428571,12,1,0.0
2306,2357163798,70,5,44,0,0,1,1,1,1,1,1,1,2014-02-23 01:34:32,1,70,0,8.8,15,1,0.0
2307,2357608890,63,7,40,0,0,1,1,1,1,1,1,1,2014-02-23 08:19:33,1,70,0,5.714285714285714,14,1,0.0
2308,2356851721,55,5,47,0,0,1,1,1,1,1,1,1,2014-02-22 20:54:58,1,71,0,9.4,14,1,0.0
2309,2356836751,69,6,39,0,0,1,1,1,1,1,1,1,2014-02-22 20:43:40,1,71,0,6.5,14,1,0.0
2310,2357487792,70,10,41,0,0,1,1,1,1,1,1,1,2014-02-23 06:26:36,1,70,0,4.1,14,1,0.0
2311,2357489472,66,4,36,0,0,1,1,1,1,1,1,1,2014-02-23 06:28:52,1,70,0,9.0,14,1,0.0
2312,2357337120,69,5,36,0,1,1,1,1,1,1,1,1,2014-02-23 04:13:17,1,70,0,7.2,13,1,0.0
2313,2355972624,66,8,44,0,0,1,1,1,1,1,1,1,2014-02-22 08:41:41,1,71,0,5.5,15,1,0.0
2314,2352749816,59,14,38,0,1,1,1,1,1,1,1,1,2014-02-20 06:16:50,1,73,0,2.7142857142857144,12,1,0.0
2315,2357215194,61,5,42,0,0,1,1,1,1,1,1,1,2014-02-23 02:23:04,1,70,0,8.4,12,1,0.0
2316,2357365884,51,5,37,0,0,1,1,1,1,1,1,1,2014-02-23 04:38:29,1,70,0,7.4,9,1,0.0
2317,2352707592,53,2,40,0,1,1,1,1,1,1,1,1,2014-02-20 05:35:46,1,73,0,20.0,15,1,0.0
2318,2354991770,68,4,39,0,0,1,1,1,1,1,1,1,2014-02-21 16:51:12,1,72,0,9.75,12,1,0.0
2319,2357575628,61,6,46,0,0,1,1,1,1,1,1,1,2014-02-23 07:47:04,1,70,0,7.666666666666667,11,1,0.0
2320,2353647637,65,4,43,0,0,1,1,1,1,1,1,1,2014-02-20 19:45:13,1,73,0,10.75,13,1,0.0
2321,2353589401,54,10,34,0,0,1,1,1,1,1,1,1,2014-02-20 18:52:05,1,73,0,3.4,14,1,0.0
2322,2353694768,64,4,37,0,0,1,1,1,1,1,1,1,2014-02-20 20:35:18,1,73,0,9.25,12,1,0.0
2323,2356129718,70,1,30,0,0,1,1,1,1,1,1,1,2014-02-22 11:09:18,1,71,0,30.0,11,1,0.0
2324,2356167188,47,4,39,0,0,1,1,1,1,1,1,1,2014-02-22 11:45:28,1,71,0,9.75,12,1,0.0
2325,2354309587,73,7,36,0,0,1,1,1,1,1,1,1,2014-02-21 06:43:06,1,72,0,5.142857142857143,9,1,0.0
2326,2351824118,65,9,33,0,1,1,1,1,1,1,1,1,2014-02-19 16:04:29,1,74,0,3.6666666666666665,9,1,0.0
2327,2354240790,64,3,42,0,0,1,1,1,1,1,1,1,2014-02-21 05:45:44,1,72,0,14.0,12,1,0.0
2328,2351939515,63,9,34,0,0,1,1,1,1,1,1,1,2014-02-19 17:25:44,1,74,0,3.7777777777777777,15,1,0.0
2329,2353662774,67,3,46,0,0,1,1,1,1,1,1,1,2014-02-20 20:08:33,1,73,0,15.333333333333334,13,1,0.0
2330,2350961114,62,6,35,0,0,1,1,1,1,1,1,1,2014-02-19 02:59:07,1,74,0,5.833333333333333,12,1,0.0
2331,2351990852,62,6,50,0,0,1,1,1,1,1,1,1,2014-02-19 18:10:50,1,74,0,8.333333333333334,9,1,0.0
2332,2349404994,55,3,38,0,0,1,1,1,1,1,1,1,2014-02-18 03:29:47,1,75,0,12.666666666666666,15,1,0.0
2333,2351115000,61,5,42,0,0,1,1,1,1,1,1,1,2014-02-19 05:27:13,1,74,0,8.4,11,1,0.0
2334,2355960774,66,6,43,0,0,1,1,1,1,1,1,1,2014-02-22 08:30:46,1,71,0,7.166666666666667,13,1,0.0
2335,2352634742,61,4,41,0,1,1,1,1,1,1,1,1,2014-02-20 04:25:46,1,73,0,10.25,11,1,0.0
2336,2351569076,76,4,40,0,0,1,1,1,1,1,1,1,2014-02-19 12:51:24,1,74,0,10.0,11,1,0.0
2337,2355729980,65,1,38,0,0,1,1,1,1,1,1,1,2014-02-22 04:50:31,1,71,0,38.0,11,1,0.0
2338,2356310270,75,5,41,0,0,1,1,1,1,1,1,1,2014-02-22 13:54:22,1,71,0,8.2,13,1,0.0
2339,2355829310,64,7,42,0,0,1,1,1,1,1,1,1,2014-02-22 06:22:23,1,71,0,6.0,13,1,0.0
2340,2355755732,64,1,39,0,0,1,1,1,1,1,1,1,2014-02-22 05:14:10,1,71,0,39.0,13,1,0.0
2341,2350480495,59,1,28,0,0,1,1,1,1,1,1,1,2014-02-18 19:02:23,1,75,0,28.0,12,1,0.0
2342,2355868272,72,3,39,0,0,1,1,1,1,1,1,1,2014-02-22 07:00:35,1,71,0,13.0,13,1,0.0
2343,2355825446,62,3,35,0,1,1,1,1,1,1,1,1,2014-02-22 06:18:31,1,71,0,11.666666666666666,9,1,0.0
2344,2355104827,61,9,33,0,0,1,1,1,1,1,1,1,2014-02-21 18:17:04,1,72,0,3.6666666666666665,15,1,0.0
2345,2355054846,64,6,39,0,0,1,1,1,1,1,1,1,2014-02-21 17:41:58,1,72,0,6.5,13,1,0.0
2346,2354285058,71,1,40,0,0,1,1,1,1,1,1,1,2014-02-21 06:27:47,1,72,0,40.0,10,1,0.0
2347,2355699926,63,4,45,0,0,1,1,1,1,1,1,1,2014-02-22 04:22:54,1,71,0,11.25,13,1,0.0
2348,2355745188,58,4,42,0,0,1,1,1,1,1,1,1,2014-02-22 05:06:57,1,71,0,10.5,10,1,0.0
2349,2356275320,71,4,43,0,0,1,1,1,1,1,1,1,2014-02-22 13:22:57,1,71,0,10.75,15,1,0.0
2350,2354121158,73,5,39,0,0,1,1,1,1,1,1,1,2014-02-21 03:55:25,1,72,0,7.8,12,1,0.0
2351,2354317988,68,7,39,0,0,1,1,1,1,1,1,1,2014-02-21 06:58:46,1,72,0,5.571428571428571,10,1,0.0
2352,2355802639,75,7,43,0,0,1,1,1,1,1,1,1,2014-02-22 05:50:10,1,71,0,6.142857142857143,12,1,0.0
2353,2354349955,86,7,44,0,0,1,1,1,1,1,1,1,2014-02-21 07:22:24,1,72,0,6.285714285714286,14,1,0.0
2354,2355118178,69,8,41,0,0,1,1,1,1,1,1,1,2014-02-21 18:33:28,1,72,0,5.125,14,1,0.0
2355,2354124498,79,3,32,0,0,1,1,1,1,1,1,1,2014-02-21 03:59:59,1,72,0,10.666666666666666,14,1,0.0
2356,2355902173,80,11,36,0,0,1,1,1,1,1,1,1,2014-02-22 07:24:29,1,71,0,3.272727272727273,12,1,0.0
2357,2354977040,78,10,38,0,0,1,1,1,1,1,1,1,2014-02-21 16:40:15,1,72,0,3.8,13,1,0.0
2358,2354969071,74,5,36,0,0,1,1,1,1,1,1,1,2014-02-21 16:29:30,1,72,0,7.2,12,1,0.0
2359,2355068754,68,2,37,0,0,1,1,1,1,1,1,1,2014-02-21 17:53:39,1,72,0,18.5,12,1,0.0
2360,2354991109,76,5,44,0,0,1,1,1,1,1,1,1,2014-02-21 16:45:37,1,72,0,8.8,11,1,0.0
2361,2353891208,74,4,37,0,0,1,1,1,1,1,1,1,2014-02-21 00:09:24,1,73,0,9.25,11,1,0.0
2362,2354274602,66,5,36,0,0,1,1,1,1,1,1,1,2014-02-21 06:16:18,1,72,0,7.2,8,1,0.0
2363,2353528680,71,7,39,0,0,1,1,1,1,1,1,1,2014-02-20 18:07:43,1,73,0,5.571428571428571,12,1,0.0
2364,2354341482,72,9,39,0,0,1,1,1,1,1,1,1,2014-02-21 07:23:08,1,72,0,4.333333333333333,13,1,0.0
2365,2355212616,67,2,42,0,1,1,1,1,1,1,1,1,2014-02-21 20:02:19,1,72,0,21.0,11,1,0.0
2366,2354828875,59,1,44,0,0,1,1,1,1,1,1,1,2014-02-21 14:45:42,1,72,0,44.0,12,1,0.0
2367,2355196382,73,5,42,0,1,1,1,1,1,1,1,1,2014-02-21 19:44:26,1,72,0,8.4,13,1,0.0
2368,2353740900,79,3,36,0,0,1,1,1,1,1,1,1,2014-02-20 21:20:03,1,73,0,12.0,14,1,0.0
2369,2355123768,56,5,47,0,0,1,1,1,1,1,1,1,2014-02-21 18:40:34,1,72,0,9.4,12,1,0.0
2370,2353695740,73,9,47,0,0,1,1,1,1,1,1,1,2014-02-20 20:36:01,1,73,0,5.222222222222222,8,1,0.0
2371,2354553128,65,3,34,0,0,1,1,1,1,1,1,1,2014-02-21 10:50:28,1,72,0,11.333333333333334,15,1,0.0
2372,2354037182,80,3,44,0,0,1,1,1,1,1,1,1,2014-02-21 02:38:53,1,72,0,14.666666666666666,13,1,0.0
2373,2354244968,71,7,47,0,0,1,1,1,1,1,1,1,2014-02-21 05:48:03,1,72,0,6.714285714285714,10,1,0.0
2374,2353260758,63,5,44,0,0,1,1,1,1,1,1,1,2014-02-20 14:42:31,1,73,0,8.8,9,1,0.0
2375,2354453778,77,6,40,0,0,1,1,1,1,1,1,1,2014-02-21 09:14:27,1,72,0,6.666666666666667,12,1,0.0
2376,2353979143,71,12,45,0,0,1,1,1,1,1,1,1,2014-02-21 01:38:22,1,72,0,3.75,10,1,0.0
2377,2354012342,75,9,37,0,0,1,1,1,1,1,1,1,2014-02-21 02:14:54,1,72,0,4.111111111111111,11,1,0.0
2378,2354094438,71,4,39,0,0,1,1,1,1,1,1,1,2014-02-21 03:31:25,1,72,0,9.75,12,1,0.0
2379,2353571924,70,8,39,0,0,1,1,1,1,1,1,1,2014-02-20 18:42:24,1,73,0,4.875,14,1,0.0
2381,2353503006,72,10,39,0,0,1,1,1,1,1,1,1,2014-02-20 17:46:24,1,73,0,3.9,15,1,0.0
2382,2353925275,78,8,40,0,0,1,1,1,1,1,1,1,2014-02-21 00:40:25,1,72,0,5.0,12,1,0.0
2383,2353750332,68,6,38,0,0,1,1,1,1,1,1,1,2014-02-20 21:28:30,1,73,0,6.333333333333333,11,1,0.0
2384,2352567122,84,5,42,0,0,1,1,1,1,1,1,1,2014-02-20 03:30:52,1,73,0,8.4,14,1,0.0
2385,2353553990,71,10,38,0,0,1,1,1,1,1,1,1,2014-02-20 18:27:35,1,73,0,3.8,13,1,0.0
2386,2353521205,70,6,43,0,1,1,1,1,1,1,1,1,2014-02-20 17:53:27,1,73,0,7.166666666666667,11,1,0.0
2387,2352912086,67,3,38,0,0,1,1,1,1,1,1,1,2014-02-20 09:08:21,1,73,0,12.666666666666666,9,1,0.0
2388,2353326734,64,8,42,0,0,1,1,1,1,1,1,1,2014-02-20 15:28:48,1,73,0,5.25,15,1,0.0
2389,2352208513,76,4,39,0,0,1,1,1,1,1,1,1,2014-02-19 21:18:19,1,74,0,9.75,12,1,0.0
2390,2353718966,77,8,39,0,0,1,1,1,1,1,1,1,2014-02-20 20:57:30,1,73,0,4.875,9,1,0.0
2391,2352966612,78,4,42,0,1,1,1,1,1,1,1,1,2014-02-20 10:10:34,1,73,0,10.5,11,1,0.0
2392,2352528294,78,8,48,0,0,1,1,1,1,1,1,1,2014-02-20 02:55:15,1,73,0,6.0,11,1,0.0
2393,2351616493,69,1,41,0,0,1,1,1,1,1,1,1,2014-02-19 13:25:13,1,74,0,41.0,14,1,0.0
2394,2352608149,63,7,36,0,0,1,1,1,1,1,1,1,2014-02-20 03:59:08,1,73,0,5.142857142857143,11,1,0.0
2395,2352952514,67,6,39,0,0,1,1,1,1,1,1,1,2014-02-20 09:52:52,1,73,0,6.5,9,1,0.0
2396,2353481040,81,5,42,0,0,1,1,1,1,1,1,1,2014-02-20 17:28:39,1,73,0,8.4,15,1,0.0
2397,2352580670,67,1,29,0,0,1,1,1,1,1,1,1,2014-02-20 03:42:32,1,73,0,29.0,13,1,0.0
2398,2351963316,76,4,33,0,0,1,1,1,1,1,1,1,2014-02-19 17:50:37,1,74,0,8.25,15,1,0.0
2399,2352491040,78,3,37,0,0,1,1,1,1,1,1,1,2014-02-20 02:20:04,1,73,0,12.333333333333334,10,1,0.0
2400,2352947490,64,9,43,0,0,1,1,1,1,1,1,1,2014-02-20 09:50:11,1,73,0,4.777777777777778,11,1,0.0
2401,2351994247,74,9,49,0,0,1,1,1,1,1,1,1,2014-02-19 18:08:39,1,74,0,5.444444444444445,11,1,0.0
2402,2352120408,68,6,35,0,0,1,1,1,1,1,1,1,2014-02-19 20:01:43,1,74,0,5.833333333333333,12,1,0.0
2403,2351868384,72,3,36,0,0,1,1,1,1,1,1,1,2014-02-19 16:38:29,1,74,0,12.0,13,1,0.0
2404,2351826150,62,4,47,0,0,1,1,1,1,1,1,1,2014-02-19 16:07:30,1,74,0,11.75,12,1,0.0
2405,2352854959,75,5,38,0,0,1,1,1,1,1,1,1,2014-02-20 07:57:25,1,73,0,7.6,12,1,0.0
2406,2353221234,67,3,42,0,0,1,1,1,1,1,1,1,2014-02-20 14:15:13,1,73,0,14.0,14,1,0.0
2407,2352452653,64,6,48,0,1,1,1,1,1,1,1,1,2014-02-20 01:31:46,1,73,0,8.0,11,1,0.0
2408,2352575239,85,4,45,0,0,1,1,1,1,1,1,1,2014-02-20 03:30:33,1,73,0,11.25,15,1,0.0
2409,2352835644,63,5,41,0,0,1,1,1,1,1,1,1,2014-02-20 07:46:37,1,73,0,8.2,15,1,0.0
2410,2352307093,69,6,43,0,1,1,1,1,1,1,1,1,2014-02-19 22:57:37,1,74,0,7.166666666666667,11,1,0.0
2411,2351849318,61,6,45,0,0,1,1,1,1,1,1,1,2014-02-19 16:23:09,1,74,0,7.5,11,1,0.0
2412,2351915804,74,4,33,0,0,1,1,1,1,1,1,1,2014-02-19 17:12:10,1,74,0,8.25,12,1,0.0
2413,2352312751,69,4,31,0,0,1,1,1,1,1,1,1,2014-02-19 23:03:47,1,74,0,7.75,10,1,0.0
2414,2350890582,62,7,35,0,0,1,1,1,1,1,1,1,2014-02-19 01:52:06,1,74,0,5.0,14,1,0.0
2415,2351847972,77,10,40,0,0,1,1,1,1,1,1,1,2014-02-19 16:23:27,1,74,0,4.0,13,1,0.0
2416,2351104034,64,6,50,0,0,1,1,1,1,1,1,1,2014-02-19 05:14:25,1,74,0,8.333333333333334,12,1,0.0
