,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,location,default_profile,default_profile_image,profile_banner_url,profile_image_url_https,verified,age,in_following_followers,n_number_sname,size_sname,size_description,size_name,in_number_sname,Alvo,n_retweet_mean,n_favorite_mean,n_hashtags_mean,n_urls_mean,n_mentions_mean,media_size_twitter,dp_size_twitter,in_tweets_reply,n_tweet_dia,max_count_tweet_dia,count_dias_tweet,in_tweet_dia
1387,mil,4032,4414,0,5,0,1,0,0,0,1,0,> 2 years,1.0947420634920635,0,9,0,15,0.0,1,8.96,1.24,0.045,0.035,0.015,86.35,27.888,1,2,17,117,1.7094017094017093
1388,quinhentos,4159,4483,0,3,0,1,0,0,0,1,0,> 2 years,1.0779033421495552,0,14,14,15,0.0,1,0.745,1.62,0.06,0.05,0.015,85.58,27.4916,0,13,13,126,1.5873015873015872
1389,quinhentos,3800,4185,0,2,0,1,0,0,0,1,0,> 2 years,1.1013157894736842,0,14,27,9,0.0,1,1.67,0.915,0.06,0.015,0.005,91.48,28.6448,0,3,18,121,1.6528925619834711
1390,quinhentos,4116,4527,0,6,0,1,0,0,0,1,0,> 2 years,1.0998542274052479,0,13,24,13,0.0,1,4.125,1.25,0.035,0.02,0.005,83.585,28.705949999999998,0,1,22,107,1.8691588785046729
1391,quinhentos,4317,4749,0,5,0,1,0,0,0,1,0,> 2 years,1.1000694927032661,0,11,101,12,0.0,1,1.315,1.695,0.06,0.02,0.005,87.545,27.65225,0,11,11,126,1.5873015873015872
1392,quinhentos,4514,4730,0,6,0,1,0,0,0,1,0,> 2 years,1.0478511298183428,0,13,29,4,0.0,1,0.88,1.56,0.07,0.02,0.005,83.875,26.93375,1,1,14,122,1.639344262295082
1393,quinhentos,4200,4435,0,4,0,1,0,0,0,1,0,> 2 years,1.055952380952381,3,12,18,9,0.25,1,4.19,1.355,0.065,0.025,0.005,92.045,27.89545,0,3,15,126,1.5873015873015872
1394,mil,128,472,383,0,0,0,0,0,1,1,0,> 2 years,3.6875,3,15,122,11,0.2,1,138.26,0.265,0.075,0.01,0.135,58.745,27.28675,8,3,5,131,1.5267175572519085
1395,quinhentos,5197,5568,0,3,0,1,0,0,0,1,0,> 2 years,1.0713873388493362,0,11,36,6,0.0,1,0.94,2.19,0.05,0.035,0.0,86.48,26.926,0,2,16,115,1.7391304347826086
1396,cem,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,78,13,0.0,1,0.165,0.27,0.085,0.02,0.0,87.885,25.355,0,2,14,104,1.9230769230769231
1397,trezentos,4107,4432,0,5,0,0,0,0,0,1,0,> 2 years,1.0791331872412953,0,14,85,2,0.0,1,1.36,2.57,0.06,0.01,0.0,86.845,25.2181,0,1,18,111,1.8018018018018018
1398,quinhentos,5868,6198,0,7,0,1,0,0,0,1,0,> 2 years,1.056237218813906,0,14,19,5,0.0,1,1.535,3.425,0.075,0.03,0.005,92.135,27.684450000000002,0,4,17,111,1.8018018018018018
1399,trezentos,4992,5250,0,1,0,0,0,0,0,1,0,> 2 years,1.0516826923076923,0,13,139,7,0.0,1,1.19,2.77,0.055,0.03,0.005,84.945,31.272799999999997,1,1,17,121,1.6528925619834711
1400,duzentos,2,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,62,16,0.0,1,0.825,0.31,0.065,0.01,0.005,87.38,27.97,0,12,14,107,1.8691588785046729
1401,quinhentos,5446,5989,0,9,0,0,0,0,0,1,0,> 2 years,1.099706206390011,0,12,58,7,0.0,1,1.715,2.92,0.055,0.02,0.005,84.92,26.126000000000005,0,14,15,121,1.6528925619834711
1402,duzentos,544,685,0,0,0,1,0,0,0,1,0,> 2 years,1.2591911764705883,2,14,70,13,0.14285714285714285,1,1.03,2.335,0.02,0.005,0.0,88.255,25.8952,0,2,19,104,1.9230769230769231
1403,duzentos,480,671,0,0,0,1,0,0,0,1,0,> 2 years,1.3979166666666667,0,13,63,14,0.0,1,0.82,0.845,0.08,0.015,0.015,85.42,27.0926,0,1,19,98,2.0408163265306123
1404,duzentos,18,28,0,0,0,1,0,0,0,1,0,> 2 years,1.5555555555555556,0,11,52,12,0.0,1,2.635,0.45,0.11,0.015,0.01,89.355,28.39275,0,5,14,103,1.941747572815534
1405,trezentos,4936,5228,0,5,0,0,0,0,0,1,0,> 2 years,1.059157212317666,0,13,48,6,0.0,1,1.26,3.285,0.05,0.025,0.0,86.105,28.663400000000003,0,3,13,109,1.834862385321101
1406,trezentos,5537,6062,0,11,0,0,0,0,0,1,0,> 2 years,1.0948166877370418,0,12,37,6,0.0,1,1.415,3.215,0.065,0.01,0.0,88.115,27.4142,0,2,20,103,1.941747572815534
1407,duzentos,222,294,0,0,0,1,0,0,0,1,0,> 2 years,1.3243243243243243,0,15,66,16,0.0,1,1.34,0.71,0.065,0.025,0.015,88.235,28.5744,0,2,21,104,1.9230769230769231
1408,duzentos,296,345,0,1,0,1,0,0,0,1,0,> 2 years,1.1655405405405406,0,10,96,11,0.0,1,0.705,1.205,0.115,0.03,0.005,87.015,31.155600000000003,1,1,13,99,2.0202020202020203
1409,cem,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,102,15,0.0,1,0.15,0.36,0.045,0.015,0.0,88.59,27.997200000000003,0,1,21,97,2.0618556701030926
1410,trezentos,4435,4825,0,14,0,1,0,0,0,1,0,> 2 years,1.0879368658399098,0,12,135,5,0.0,1,1.14,2.03,0.04,0.015,0.0,88.51,27.3902,0,3,18,101,1.9801980198019802
1411,duzentos,232,341,0,0,0,1,0,0,0,1,0,> 2 years,1.4698275862068966,0,14,69,15,0.0,1,0.24,0.515,0.065,0.025,0.0,93.175,28.026750000000003,0,2,14,107,1.8691588785046729
1412,duzentos,534,653,0,1,0,1,0,0,0,1,0,> 2 years,1.2228464419475655,0,14,90,18,0.0,1,1.28,2.585,0.115,0.02,0.01,86.335,30.041700000000002,0,15,16,107,1.8691588785046729
1413,duzentos,281,334,0,0,0,1,0,0,0,1,0,> 2 years,1.188612099644128,0,11,68,12,0.0,1,0.86,1.625,0.08,0.02,0.01,87.585,27.42915,1,4,15,109,1.834862385321101
1414,quinhentos,5046,5546,0,10,0,0,0,0,0,1,0,> 2 years,1.0990883868410621,0,15,55,6,0.0,1,1.455,2.32,0.1,0.02,0.015,89.22,28.2588,0,1,23,115,1.7391304347826086
1415,duzentos,231,283,0,0,0,1,0,0,0,1,0,> 2 years,1.225108225108225,0,12,90,13,0.0,1,0.785,0.775,0.075,0.015,0.01,90.895,28.051849999999998,0,2,18,105,1.9047619047619047
1416,cem,21,33,0,0,0,1,0,0,0,1,0,> 2 years,1.5714285714285714,0,13,116,14,0.0,1,0.83,0.4,0.1,0.01,0.045,89.225,23.369750000000003,0,3,24,98,2.0408163265306123
1417,cem,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,22,13,0.0,1,0.075,0.2,0.09,0.025,0.0,88.44,28.9592,0,16,16,100,2.0
1418,duzentos,266,339,0,0,0,1,0,0,0,1,0,> 2 years,1.2744360902255638,0,12,79,13,0.0,1,0.65,0.765,0.115,0.025,0.01,85.085,24.17415,0,3,19,107,1.8691588785046729
1419,cem,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,53,16,0.0,1,3.845,0.275,0.125,0.05,0.015,88.99,30.3402,0,1,31,90,2.2222222222222223
1420,duzentos,235,296,0,0,0,1,0,0,0,1,0,> 2 years,1.2595744680851064,0,11,43,12,0.0,1,0.605,1.08,0.07,0.01,0.0,89.98,28.0696,0,11,14,100,2.0
1421,duzentos,281,340,0,0,0,1,0,0,0,1,0,> 2 years,1.209964412811388,0,12,98,13,0.0,1,0.53,1.045,0.055,0.03,0.0,86.28,29.0644,0,1,23,95,2.1052631578947367
1422,duzentos,282,357,0,1,0,1,0,0,0,1,0,> 2 years,1.2659574468085106,0,11,71,12,0.0,1,0.26,0.51,0.115,0.035,0.0,87.795,30.239099999999997,0,5,20,98,2.0408163265306123
1423,cem,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,62,15,0.0,1,0.875,0.335,0.08,0.03,0.01,84.875,28.23,0,2,21,98,2.0408163265306123
1424,duzentos,254,331,0,1,0,1,0,0,0,1,0,> 2 years,1.3031496062992125,0,12,49,13,0.0,1,0.77,0.53,0.045,0.03,0.005,90.305,31.04415,0,2,18,110,1.8181818181818181
1425,trezentos,4894,5379,0,5,0,0,0,0,0,1,0,> 2 years,1.0991009399264406,0,14,96,7,0.0,1,1.01,2.015,0.09,0.03,0.01,85.78,27.39,1,14,18,104,1.9230769230769231
1426,duzentos,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,47,15,0.0,1,0.92,0.705,0.11,0.02,0.005,89.93,28.727899999999998,0,2,18,104,1.9230769230769231
1427,trezentos,4622,4905,0,9,0,1,0,0,0,1,0,> 2 years,1.0612289052358286,0,11,55,13,0.0,1,1.27,2.52,0.07,0.035,0.005,85.2,27.83,1,1,15,110,1.8181818181818181
1428,trezentos,3831,4216,0,1,0,1,0,0,0,1,0,> 2 years,1.1004959540589925,0,11,0,12,0.0,1,5.015,1.695,0.05,0.025,0.005,87.46,27.139200000000002,0,2,18,112,1.7857142857142858
1429,duzentos,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,121,15,0.0,1,0.2,0.365,0.06,0.025,0.0,89.66,28.529600000000002,0,2,19,101,1.9801980198019802
1430,trezentos,3733,4106,0,3,0,0,0,0,0,1,0,> 2 years,1.0999196356817573,0,10,63,3,0.0,1,1.31,2.675,0.07,0.02,0.0,89.93,27.4793,0,2,19,109,1.834862385321101
1431,quinhentos,5270,5253,0,6,0,1,0,0,0,1,0,> 2 years,0.9967741935483871,2,14,35,4,0.14285714285714285,1,1.565,3.26,0.09,0.025,0.0,88.58,26.0026,0,1,13,125,1.6
1432,duzentos,2,7,0,0,0,1,0,0,0,1,0,> 2 years,3.5,0,13,79,14,0.0,1,0.395,0.86,0.065,0.025,0.0,88.37,29.712600000000002,0,1,16,94,2.127659574468085
1433,cem,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,13,58,14,0.0,1,0.7,0.43,0.04,0.025,0.005,92.305,27.065,0,10,25,103,1.941747572815534
1434,cem,22,36,0,1,0,1,0,0,0,1,0,> 2 years,1.6363636363636365,0,11,133,12,0.0,1,10.765,0.605,0.065,0.02,0.005,89.295,26.573850000000004,0,3,16,97,2.0618556701030926
1435,duzentos,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,88,13,0.0,1,1.32,0.585,0.04,0.02,0.005,88.545,31.2559,0,2,18,96,2.0833333333333335
1436,duzentos,222,287,0,1,0,1,0,0,0,1,0,> 2 years,1.2927927927927927,2,12,92,11,0.16666666666666666,1,0.86,0.745,0.07,0.025,0.01,90.625,29.49375,0,1,13,108,1.8518518518518519
1437,duzentos,290,366,0,1,0,1,0,0,0,1,0,> 2 years,1.2620689655172415,0,15,51,16,0.0,1,0.535,1.0,0.055,0.025,0.0,87.005,28.35515,0,10,18,101,1.9801980198019802
1438,trezentos,4548,4685,0,2,0,1,0,0,0,1,0,> 2 years,1.030123131046614,0,14,58,7,0.0,1,1.095,2.235,0.035,0.03,0.005,87.43,28.614300000000004,0,2,22,103,1.941747572815534
1439,trezentos,4879,5251,0,4,0,0,0,0,0,1,0,> 2 years,1.0762451321992212,0,11,60,6,0.0,1,0.885,2.2,0.1,0.03,0.0,86.725,26.3295,0,6,18,117,1.7094017094017093
1440,duzentos,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,1,14,59,17,0.07142857142857142,1,0.64,0.33,0.065,0.02,0.005,88.87,29.3148,0,1,20,101,1.9801980198019802
1441,quinhentos,6135,6660,0,6,0,0,0,0,0,1,0,> 2 years,1.0855745721271393,0,12,10,7,0.0,1,1.475,3.04,0.065,0.04,0.0,85.425,28.75625,0,1,19,110,1.8181818181818181
1442,cem,2,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,57,13,0.0,1,0.8,0.405,0.08,0.005,0.005,87.23,28.2815,0,17,19,97,2.0618556701030926
1443,duzentos,248,361,0,0,0,1,0,0,0,1,0,> 2 years,1.4556451612903225,0,10,55,11,0.0,1,0.35,0.72,0.07,0.02,0.0,90.245,28.025,0,18,18,95,2.1052631578947367
1444,quinhentos,4292,4717,0,6,0,0,0,0,0,1,0,> 2 years,1.0990214352283318,0,13,98,6,0.0,1,1.215,2.455,0.06,0.035,0.0,89.275,28.496750000000002,0,2,18,105,1.9047619047619047
1445,duzentos,297,338,0,0,0,1,0,0,0,1,0,> 2 years,1.138047138047138,0,11,70,12,0.0,1,0.73,1.605,0.065,0.005,0.0,90.245,28.285,0,9,17,101,1.9801980198019802
1446,cem,19,40,0,0,0,1,0,0,0,1,0,> 2 years,2.1052631578947367,0,11,73,12,0.0,1,0.315,0.655,0.11,0.04,0.0,86.21,27.5147,0,1,18,98,2.0408163265306123
1447,trezentos,4618,4798,0,7,0,0,0,0,0,1,0,> 2 years,1.0389779125162408,0,12,61,3,0.0,1,1.415,3.105,0.085,0.01,0.0,86.765,26.30795,0,1,19,109,1.834862385321101
1448,quinhentos,4371,4649,0,2,0,0,0,0,0,1,0,> 2 years,1.0636010066346373,0,11,106,4,0.0,1,0.98,1.975,0.08,0.005,0.005,87.945,27.873350000000002,0,2,15,115,1.7391304347826086
1449,cem,34,41,0,0,0,1,0,0,0,1,0,> 2 years,1.2058823529411764,0,13,53,14,0.0,1,10.81,0.56,0.1,0.015,0.01,89.95,27.688500000000005,0,2,12,113,1.7699115044247788
1450,trezentos,4419,4861,0,4,0,0,0,0,0,1,0,> 2 years,1.1000226295541977,0,11,48,12,0.0,1,1.02,1.435,0.055,0.025,0.0,90.605,27.60525,0,1,17,118,1.694915254237288
1451,duzentos,206,277,0,0,0,1,0,0,0,1,0,> 2 years,1.3446601941747574,0,10,51,11,0.0,1,0.495,0.85,0.05,0.05,0.0,90.205,30.278850000000002,0,12,13,100,2.0
1452,duzentos,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,99,13,0.0,1,0.78,0.35,0.115,0.02,0.005,87.205,29.063200000000002,0,1,18,107,1.8691588785046729
1453,trezentos,4617,4852,0,3,0,0,0,0,0,1,0,> 2 years,1.0508988520684428,2,14,26,13,0.14285714285714285,1,2.235,2.44,0.04,0.025,0.005,84.055,26.438299999999998,0,9,13,121,1.6528925619834711
1454,duzentos,297,332,0,0,0,1,0,0,0,1,0,> 2 years,1.1178451178451179,0,15,45,16,0.0,1,0.695,0.88,0.045,0.02,0.01,88.635,27.211350000000003,1,1,27,102,1.9607843137254901
1455,duzentos,296,362,0,0,0,1,0,0,0,1,0,> 2 years,1.222972972972973,0,14,74,15,0.0,1,0.625,0.775,0.095,0.015,0.01,90.385,27.72425,0,15,15,107,1.8691588785046729
1456,duzentos,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,49,13,0.0,1,2.5,0.235,0.17,0.04,0.015,85.265,29.011750000000003,0,1,21,104,1.9230769230769231
1457,duzentos,241,341,0,1,0,1,0,0,0,1,0,> 2 years,1.4149377593360997,0,15,48,16,0.0,1,0.525,1.13,0.07,0.01,0.01,87.44,27.4732,0,3,17,104,1.9230769230769231
1458,quinhentos,5149,5484,0,6,0,0,0,0,0,1,0,> 2 years,1.0650611769275586,0,10,37,5,0.0,1,1.28,2.715,0.045,0.025,0.0,88.885,28.5196,0,1,17,115,1.7391304347826086
1459,trezentos,4208,4605,0,2,0,0,0,0,0,1,0,> 2 years,1.0943441064638784,0,14,68,7,0.0,1,0.95,1.255,0.075,0.03,0.005,88.81,26.413800000000002,0,1,23,107,1.8691588785046729
1460,quinhentos,4803,5272,0,5,0,0,0,0,0,1,0,> 2 years,1.097647303768478,0,12,22,5,0.0,1,0.99,1.915,0.03,0.02,0.0,92.725,28.6905,0,1,18,121,1.6528925619834711
1461,trezentos,4328,4751,0,8,0,0,0,0,0,1,0,> 2 years,1.097735674676525,0,12,111,4,0.0,1,1.59,2.15,0.095,0.04,0.03,86.46,27.2,0,3,15,110,1.8181818181818181
1462,duzentos,314,394,0,0,0,1,0,0,0,1,0,> 2 years,1.2547770700636942,0,14,25,15,0.0,1,0.425,0.585,0.035,0.03,0.0,85.325,26.90825,0,19,19,102,1.9607843137254901
1463,duzentos,303,361,0,0,0,1,0,0,0,1,0,> 2 years,1.1914191419141915,0,13,65,14,0.0,1,0.59,1.29,0.075,0.01,0.0,87.51,26.1004,0,18,18,106,1.8867924528301887
1464,cem,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,97,15,0.0,1,2.175,0.35,0.095,0.025,0.02,87.905,30.054050000000004,1,24,24,92,2.1739130434782608
1465,trezentos,5188,5705,0,6,0,0,0,0,0,1,0,> 2 years,1.0996530454895914,0,13,37,5,0.0,1,5.41,2.725,0.085,0.01,0.005,87.795,28.875249999999998,0,12,14,110,1.8181818181818181
1466,duzentos,27,35,0,0,0,1,0,0,0,1,0,> 2 years,1.2962962962962963,0,10,46,11,0.0,1,10.85,0.72,0.065,0.02,0.005,87.085,27.427350000000004,0,1,21,99,2.0202020202020203
1467,cem,2,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,82,15,0.0,1,0.13,0.255,0.055,0.025,0.0,91.29,27.6671,0,15,21,101,1.9801980198019802
1468,duzentos,15,27,0,0,0,1,0,0,0,1,0,> 2 years,1.8,0,12,88,13,0.0,1,0.535,0.605,0.1,0.035,0.005,83.995,26.404899999999998,0,1,18,101,1.9801980198019802
1469,duzentos,386,523,0,0,0,0,0,0,0,1,0,> 2 years,1.354922279792746,0,15,61,16,0.0,1,1.3,2.25,0.085,0.02,0.02,86.26,27.7726,0,1,15,107,1.8691588785046729
1470,cem,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,48,13,0.0,1,1.615,0.36,0.11,0.025,0.01,87.99,30.550500000000003,0,2,18,99,2.0202020202020203
1471,duzentos,250,328,0,0,0,1,0,0,0,1,0,> 2 years,1.312,0,12,29,13,0.0,1,0.67,0.415,0.105,0.015,0.025,92.565,28.3563,0,1,16,107,1.8691588785046729
1472,duzentos,462,664,0,0,0,1,0,0,0,1,0,> 2 years,1.4372294372294372,0,14,97,15,0.0,1,0.495,0.89,0.085,0.025,0.01,90.445,29.25835,1,2,20,96,2.0833333333333335
1473,trezentos,4607,4932,0,5,0,0,0,0,0,1,0,> 2 years,1.0705448230952899,0,14,52,6,0.0,1,1.525,3.24,0.055,0.015,0.0,88.74,26.927799999999998,0,1,15,107,1.8691588785046729
1474,cem,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,72,15,0.0,1,1.935,0.15,0.045,0.02,0.005,82.86,27.6588,0,1,15,91,2.197802197802198
1475,quinhentos,4771,5028,0,8,0,0,0,0,0,1,0,> 2 years,1.0538671138126179,0,12,37,5,0.0,1,5.65,2.665,0.105,0.005,0.01,91.27,25.7135,0,13,19,118,1.694915254237288
1476,duzentos,1991,2102,0,0,0,0,0,0,0,1,0,> 2 years,1.055750878955299,0,11,61,4,0.0,1,0.6,1.205,0.065,0.045,0.0,85.42,29.0242,0,2,20,111,1.8018018018018018
1477,quinhentos,5017,5405,0,7,0,0,0,0,0,1,0,> 2 years,1.0773370540163445,0,12,11,5,0.0,1,8.295,2.19,0.075,0.025,0.005,92.385,26.5527,0,1,12,127,1.5748031496062993
1478,quinhentos,6193,6432,1,7,0,0,0,0,0,1,0,> 2 years,1.0385919586630066,0,12,23,8,0.0,1,1.375,2.875,0.055,0.03,0.035,87.62,27.787599999999998,2,1,15,125,1.6
1479,cem,2,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,14,68,15,0.0,1,3.16,0.265,0.08,0.015,0.01,82.805,30.25525,0,19,19,97,2.0618556701030926
1480,duzentos,191,288,0,0,0,1,0,0,0,1,0,> 2 years,1.5078534031413613,0,15,45,16,0.0,1,0.385,0.76,0.085,0.005,0.0,89.04,27.2812,0,13,16,99,2.0202020202020203
1481,cem,4,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,64,14,0.0,1,0.675,0.355,0.08,0.025,0.005,87.985,28.9356,0,4,19,98,2.0408163265306123
1482,cem,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,2,13,34,12,0.15384615384615385,1,0.58,0.14,0.115,0.03,0.005,93.335,28.02165,0,11,21,90,2.2222222222222223
1483,duzentos,222,314,0,0,0,1,0,0,0,1,0,> 2 years,1.4144144144144144,0,15,78,16,0.0,1,0.485,0.75,0.165,0.02,0.01,84.695,27.958050000000004,0,1,19,100,2.0
1484,duzentos,287,357,0,0,0,1,0,0,0,1,0,> 2 years,1.2439024390243902,0,11,58,12,0.0,1,0.44,0.965,0.115,0.025,0.0,86.065,26.685,0,1,25,97,2.0618556701030926
1485,trezentos,4089,4166,0,2,0,0,0,0,0,1,0,> 2 years,1.0188310100269014,0,12,27,5,0.0,1,5.435,2.505,0.09,0.01,0.01,86.655,27.48155,0,1,16,112,1.7857142857142858
1486,trezentos,4723,5195,0,5,0,0,0,0,0,1,0,> 2 years,1.09993648105018,0,13,61,3,0.0,1,1.3,2.875,0.065,0.025,0.0,84.295,26.7286,0,6,18,111,1.8018018018018018
1487,trezentos,4666,5132,0,7,0,0,0,0,0,1,0,> 2 years,1.0998714102014573,0,12,117,6,0.0,1,5.865,3.515,0.12,0.015,0.015,85.575,29.24075,1,1,18,109,1.834862385321101
1488,duzentos,31,38,0,0,0,1,0,0,0,1,0,> 2 years,1.2258064516129032,0,14,99,15,0.0,1,10.635,0.285,0.055,0.03,0.01,84.74,27.6848,1,4,17,99,2.0202020202020203
1489,duzentos,267,348,0,0,0,1,0,0,0,1,0,> 2 years,1.303370786516854,0,15,55,13,0.0,1,0.985,0.995,0.075,0.03,0.015,85.52,31.3508,1,3,22,101,1.9801980198019802
1490,duzentos,2,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,81,12,0.0,1,0.195,0.41,0.095,0.01,0.0,86.62,26.94,0,1,21,100,2.0
1491,duzentos,456,574,0,0,0,1,0,0,0,1,0,> 2 years,1.2587719298245614,0,13,67,14,0.0,1,1.36,1.61,0.08,0.02,0.01,87.59,28.9441,0,1,17,102,1.9607843137254901
1492,trezentos,5130,5623,0,9,0,0,0,0,0,1,0,> 2 years,1.0961013645224171,0,14,93,5,0.0,1,1.615,3.54,0.075,0.02,0.005,89.69,26.699,0,3,20,114,1.7543859649122806
1493,duzentos,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,15,30,16,0.0,1,2.82,0.19,0.075,0.025,0.015,90.755,29.279700000000002,0,2,25,96,2.0833333333333335
1494,quinhentos,4593,4793,0,6,0,0,0,0,0,1,0,> 2 years,1.0435445242760724,0,11,24,5,0.0,1,1.08,1.45,0.07,0.025,0.005,84.365,26.715,0,16,16,109,1.834862385321101
1495,trezentos,2904,3119,0,1,0,0,0,0,0,1,0,> 2 years,1.0740358126721763,0,12,79,4,0.0,1,2.445,1.44,0.045,0.015,0.01,89.365,27.5677,0,2,15,112,1.7857142857142858
1496,duzentos,1,22,0,0,0,1,0,0,0,1,0,> 2 years,22.0,0,12,54,13,0.0,1,0.23,0.53,0.07,0.025,0.0,87.405,29.26715,0,11,15,91,2.197802197802198
1497,trezentos,3719,3838,0,1,0,0,0,0,0,1,0,> 2 years,1.0319978488841086,0,15,43,7,0.0,1,1.055,1.68,0.045,0.045,0.02,90.62,29.426199999999998,0,5,17,115,1.7391304347826086
1498,duzentos,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,10,63,11,0.0,1,0.22,0.28,0.065,0.02,0.0,90.735,29.947650000000003,0,1,24,92,2.1739130434782608
1499,quinhentos,105,0,0,1,0,1,0,0,0,1,0,> 2 years,0.0,0,9,0,15,0.0,1,0.015,0.015,0.095,0.03,0.0,84.54,27.7454,0,3,19,117,1.7094017094017093
1500,duzentos,2666,2930,0,1,0,0,0,0,0,1,0,> 2 years,1.0990247561890472,0,15,126,6,0.0,1,4.935,1.55,0.05,0.04,0.015,88.125,28.48,0,2,17,106,1.8867924528301887
1501,quinhentos,4423,4359,0,4,0,0,0,0,0,1,0,> 2 years,0.9855301831336197,0,13,59,5,0.0,1,1.39,2.815,0.06,0.02,0.0,87.22,26.411000000000005,0,1,19,111,1.8018018018018018
1502,trezentos,1972,1765,0,2,0,1,0,0,0,1,0,> 2 years,0.8950304259634888,0,14,86,12,0.0,1,0.535,1.045,0.06,0.03,0.0,90.495,28.93995,0,1,17,119,1.680672268907563
1503,trezentos,4812,5232,0,4,0,0,0,0,0,1,0,> 2 years,1.087281795511222,0,13,53,5,0.0,1,1.645,3.095,0.055,0.03,0.0,87.42,27.937399999999997,0,2,13,108,1.8518518518518519
1504,duzentos,301,352,0,0,0,1,0,0,0,1,0,> 2 years,1.169435215946844,0,14,59,15,0.0,1,1.4,1.0,0.085,0.02,0.025,87.24,28.016800000000003,0,2,27,97,2.0618556701030926
1505,cem,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,11,50,12,0.0,1,1.74,0.21,0.13,0.01,0.01,90.525,27.75025,0,4,16,96,2.0833333333333335
1506,trezentos,4394,4352,0,5,0,0,0,0,0,1,0,> 2 years,0.9904415111515703,0,14,107,9,0.0,1,1.04,2.46,0.075,0.015,0.0,88.3,27.765,0,2,16,115,1.7391304347826086
1507,trezentos,4030,4435,0,2,0,1,0,0,0,1,0,> 2 years,1.1004962779156326,0,14,64,6,0.0,1,1.165,1.87,0.09,0.02,0.005,89.705,27.292050000000003,0,1,18,111,1.8018018018018018
1508,duzentos,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,10,104,11,0.0,1,0.68,0.23,0.125,0.025,0.005,89.965,27.235,0,1,18,104,1.9230769230769231
1509,quinhentos,6045,6564,0,6,0,0,0,0,0,1,0,> 2 years,1.0858560794044665,0,14,11,9,0.0,1,6.015,3.7,0.055,0.01,0.005,85.425,27.057750000000002,0,12,12,120,1.6666666666666667
1510,trezentos,5051,5557,0,6,0,1,0,0,0,1,0,> 2 years,1.1001781825381112,0,11,11,6,0.0,1,1.665,3.34,0.06,0.035,0.005,87.91,27.2309,0,12,18,110,1.8181818181818181
1511,duzentos,1,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,10,115,11,0.0,1,0.775,0.26,0.1,0.025,0.005,85.565,28.477600000000002,0,10,29,102,1.9607843137254901
1512,cem,17,31,0,0,0,1,0,0,0,1,0,> 2 years,1.8235294117647058,0,15,114,16,0.0,1,2.315,0.475,0.085,0.02,0.005,88.395,28.324749999999998,0,1,24,96,2.0833333333333335
1513,trezentos,3491,3705,0,3,0,1,0,0,0,1,0,> 2 years,1.0613004869664853,0,14,0,15,0.0,1,4.89,1.165,0.09,0.03,0.01,88.055,26.765549999999998,0,11,14,112,1.7857142857142858
1514,duzentos,3,0,0,0,0,1,0,0,0,1,0,> 2 years,0.0,0,12,35,13,0.0,1,0.14,0.33,0.115,0.005,0.0,91.035,29.326050000000006,0,3,21,100,2.0
1515,trezentos,3834,3850,0,4,0,1,0,0,0,1,0,> 2 years,1.0041731872717787,0,15,57,7,0.0,1,1.15,2.585,0.05,0.03,0.0,87.13,27.7952,0,16,16,116,1.7241379310344827
1516,trezentos,3740,3805,0,3,0,1,0,0,0,1,0,> 2 years,1.017379679144385,0,13,119,4,0.0,1,1.345,2.92,0.08,0.02,0.01,88.665,27.918250000000004,0,1,18,109,1.834862385321101
1517,duzentos,389,590,0,1,0,1,0,0,0,1,0,> 2 years,1.5167095115681235,2,14,40,13,0.14285714285714285,1,0.575,1.21,0.075,0.015,0.0,89.565,25.632399999999997,0,15,18,105,1.9047619047619047
